t_ms,spL,vL,uL,dacL,spR,vR,uR,dacR
2813365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2813965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2814965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2815965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2816965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2817965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2818965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2819965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2820965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2821965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822605,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822645,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822685,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822725,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822765,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822805,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822845,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822885,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822925,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2822965,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823005,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823045,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823085,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823125,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823165,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823205,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823245,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823285,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823325,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823365,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823405,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823445,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823485,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823525,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823565,0.000,0.000,0.0,0,0.000,0.000,0.0,0
2823605,0.000,0.347,0.0,0,0.000,0.291,0.0,0
2823645,0.000,0.347,0.0,0,0.000,0.578,0.0,0
2823685,0.000,0.679,0.0,0,0.000,0.970,0.0,0
2823725,0.000,1.405,0.0,0,0.000,1.290,0.0,0
2823765,0.000,1.665,0.0,0,0.000,1.527,0.0,0
2823805,0.000,1.867,0.0,0,0.000,1.816,0.0,0
2823845,0.000,2.220,0.0,0,0.000,2.146,0.0,0
2823885,0.000,2.323,0.0,0,0.000,2.386,0.0,0
2823925,0.000,2.628,0.0,0,0.000,2.636,0.0,0
2823965,0.000,2.921,0.0,0,0.000,2.897,0.0,0
2824005,0.000,3.010,0.0,0,0.000,3.057,0.0,0
2824045,0.000,3.230,0.0,0,0.000,3.055,0.0,0
2824085,0.000,3.264,0.0,0,0.000,3.188,0.0,0
2824125,0.000,3.329,0.0,0,0.000,3.149,0.0,0
2824165,0.000,3.508,0.0,0,0.000,3.111,0.0,0
2824205,0.000,3.700,0.0,0,0.000,3.139,0.0,0
2824245,0.000,3.776,0.0,0,0.000,3.007,0.0,0
2824285,0.000,3.839,0.0,0,0.000,2.860,0.0,0
2824325,0.000,3.964,0.0,0,0.000,2.474,0.0,0
2824365,0.000,4.190,0.0,0,0.000,2.474,0.0,0
2824405,0.000,4.337,0.0,0,0.000,2.474,0.0,0
2824445,0.000,4.582,0.0,0,0.000,2.474,0.0,0
2824485,0.000,4.719,0.0,0,0.000,0.000,0.0,0
2824525,0.000,4.712,0.0,0,0.000,0.000,0.0,0
2824565,0.000,4.697,0.0,0,0.000,0.000,0.0,0
2824605,0.000,4.618,0.0,0,0.000,0.000,0.0,0
2824645,0.000,4.761,0.0,0,0.000,0.000,0.0,0
2824685,0.000,4.897,0.0,0,0.000,0.000,0.0,0
2824725,0.000,5.028,0.0,0,0.000,0.000,0.0,0
2824765,0.000,5.108,0.0,0,0.000,0.000,0.0,0
2824805,0.000,5.216,0.0,0,0.000,0.000,0.0,0
2824845,0.000,5.365,0.0,0,0.000,0.000,0.0,0
2824885,0.000,5.439,0.0,0,0.000,0.000,0.0,0
2824925,0.000,5.278,0.0,0,0.000,0.000,0.0,0
2824965,0.000,5.390,0.0,0,0.000,0.000,0.0,0
2825005,0.000,5.470,0.0,0,0.000,0.000,0.0,0
2825045,0.000,5.404,0.0,0,0.000,0.033,0.0,0
2825085,0.000,5.338,0.0,0,0.000,1.130,0.0,0
2825125,0.000,5.267,0.0,0,0.000,3.465,0.0,0
2825165,0.000,5.218,0.0,0,0.000,4.441,0.0,0
2825205,0.000,5.351,0.0,0,0.000,4.900,0.0,0
2825245,0.000,5.401,0.0,0,0.000,5.186,0.0,0
2825285,0.000,5.471,0.0,0,0.000,5.362,0.0,0
2825325,0.000,5.536,0.0,0,0.000,5.281,0.0,0
2825365,0.000,5.512,0.0,0,0.000,5.181,0.0,0
2825405,0.000,5.406,0.0,0,0.000,5.075,0.0,0
2825445,0.000,5.348,0.0,0,0.000,5.041,0.0,0
2825485,0.000,5.328,0.0,0,0.000,5.039,0.0,0
2825525,0.000,5.373,0.0,0,0.000,5.133,0.0,0
2825565,0.000,5.360,0.0,0,0.000,5.187,0.0,0
2825605,0.000,5.299,0.0,0,0.000,5.177,0.0,0
2825645,0.000,5.173,0.0,0,0.000,5.066,0.0,0
2825685,0.000,5.062,0.0,0,0.000,4.998,0.0,0
2825725,0.000,5.012,0.0,0,0.000,4.997,0.0,0
2825765,0.000,5.097,0.0,0,0.000,5.193,0.0,0
2825805,0.000,5.255,0.0,0,0.000,5.353,0.0,0
2825845,0.000,5.338,0.0,0,0.000,5.350,0.0,0
2825885,0.000,5.424,0.0,0,0.000,5.390,0.0,0
2825925,0.000,5.395,0.0,0,0.000,5.410,0.0,0
2825965,0.000,5.423,0.0,0,0.000,5.459,0.0,0
2826005,0.000,5.510,0.0,0,0.000,5.728,0.0,0
2826045,0.000,5.602,0.0,0,0.000,5.920,0.0,0
2826085,0.000,5.640,0.0,0,0.000,6.026,0.0,0
2826125,0.000,5.589,0.0,0,0.000,6.050,0.0,0
2826165,0.000,5.598,0.0,0,0.000,6.061,0.0,0
2826205,0.000,5.549,0.0,0,0.000,6.143,0.0,0
2826245,0.000,5.691,0.0,0,0.000,6.337,0.0,0
2826285,0.000,6.006,0.0,0,0.000,6.444,0.0,0
2826325,0.000,6.238,0.0,0,0.000,6.648,0.0,0
2826365,0.000,6.244,0.0,0,0.000,6.675,0.0,0
2826405,0.000,6.155,0.0,0,0.000,6.585,0.0,0
2826445,0.000,6.154,0.0,0,0.000,6.429,0.0,0
2826485,0.000,6.215,0.0,0,0.000,6.634,0.0,0
2826525,0.000,6.305,0.0,0,0.000,6.769,0.0,0
2826565,0.000,6.404,0.0,0,0.000,6.701,0.0,0
2826605,0.000,6.333,0.0,0,0.000,6.661,0.0,0
2826645,0.000,6.195,0.0,0,0.000,6.463,0.0,0
2826685,0.000,6.040,0.0,0,0.000,6.337,0.0,0
2826725,0.000,6.026,0.0,0,0.000,6.420,0.0,0
2826765,0.000,6.025,0.0,0,0.000,6.440,0.0,0
2826805,0.000,5.966,0.0,0,0.000,6.305,0.0,0
2826845,0.000,5.936,0.0,0,0.000,6.168,0.0,0
2826885,0.000,5.688,0.0,0,0.000,6.067,0.0,0
2826925,0.000,5.533,0.0,0,0.000,5.976,0.0,0
2826965,0.000,5.814,0.0,0,0.000,5.905,0.0,0
2827005,0.000,5.797,0.0,0,0.000,5.564,0.0,0
2827045,0.000,5.659,0.0,0,0.000,5.250,0.0,0
2827085,0.000,5.592,0.0,0,0.000,5.529,0.0,0
2827125,0.000,5.546,0.0,0,0.000,5.625,0.0,0
2827165,0.000,5.540,0.0,0,0.000,5.622,0.0,0
2827205,0.000,5.644,0.0,0,0.000,5.787,0.0,0
2827245,0.000,5.670,0.0,0,0.000,5.904,0.0,0
2827285,0.000,5.524,0.0,0,0.000,5.826,0.0,0
2827325,0.000,5.414,0.0,0,0.000,5.620,0.0,0
2827365,0.000,5.368,0.0,0,0.000,5.543,0.0,0
2827405,0.000,5.404,0.0,0,0.000,5.562,0.0,0
2827445,0.000,5.604,0.0,0,0.000,5.671,0.0,0
2827485,0.000,5.620,0.0,0,0.000,5.593,0.0,0
2827525,0.000,5.484,0.0,0,0.000,5.623,0.0,0
2827565,0.000,5.333,0.0,0,0.000,5.329,0.0,0
2827605,0.000,5.283,0.0,0,0.000,5.190,0.0,0
2827645,0.000,5.146,0.0,0,0.000,5.280,0.0,0
2827685,0.000,4.868,0.0,0,0.000,5.512,0.0,0
2827725,0.000,5.305,0.0,0,0.000,5.653,0.0,0
2827765,0.000,5.509,0.0,0,0.000,5.596,0.0,0
2827805,0.000,5.506,0.0,0,0.000,5.471,0.0,0
2827845,0.000,5.483,0.0,0,0.000,5.551,0.0,0
2827885,0.000,5.502,0.0,0,0.000,5.629,0.0,0
2827925,0.000,5.186,0.0,0,0.000,5.947,0.0,0
2827965,0.000,5.449,0.0,0,0.000,6.030,0.0,0
2828005,0.000,5.654,0.0,0,0.000,6.043,0.0,0
2828045,0.000,5.780,0.0,0,0.000,5.919,0.0,0
2828085,0.000,5.689,0.0,0,0.000,5.905,0.0,0
2828125,0.000,5.701,0.0,0,0.000,5.911,0.0,0
2828165,0.000,5.901,0.0,0,0.000,5.942,0.0,0
2828205,0.000,6.035,0.0,0,0.000,6.088,0.0,0
2828245,0.000,6.060,0.0,0,0.000,6.090,0.0,0
2828285,0.000,6.022,0.0,0,0.000,6.095,0.0,0
